ticket_id,team_id,ticket_date,resolution_date,client_id
2747,3,2023-10-11,,881
2748,3,2023-06-20,2023-07-12,107
2749,2,2023-05-29,2023-06-16,458
2750,1,2023-01-26,,28
2751,2,2023-05-12,,567
2752,3,2023-06-30,2023-07-30,969
2753,3,2023-05-06,2023-05-12,506
2754,1,2023-09-30,2023-10-30,893
2755,3,2023-09-21,2023-09-30,490
2756,1,2023-10-08,2023-10-17,349
2757,3,2023-06-16,2023-07-10,338
2758,3,2023-01-19,2023-02-14,327
2759,1,2023-07-09,2023-08-07,248
2760,3,2023-11-27,2023-12-07,822
2761,2,2023-06-20,2023-06-25,121
2762,1,2023-11-12,2023-12-08,533
2763,1,2023-03-03,2023-03-15,192
2764,3,2023-12-27,2024-01-13,556
2765,2,2023-09-04,2023-09-21,20
2766,1,2023-09-28,,987
2767,3,2023-03-22,2023-04-09,780
2768,3,2023-06-25,2023-07-22,252
2769,2,2023-08-16,2023-08-22,404
2770,2,2023-09-28,,143
2771,2,2023-10-11,2023-10-17,541
2772,1,2023-06-26,2023-07-19,138
2773,2,2023-09-18,2023-09-22,861
2774,3,2023-02-03,2023-02-23,448
2775,2,2023-01-27,2023-02-25,214
2776,2,2023-09-28,2023-10-26,846
2777,2,2023-09-29,2023-10-04,305
2778,2,2023-01-02,2023-01-31,597
2779,3,2023-03-20,2023-04-11,107
2780,1,2023-01-01,2023-01-14,727
2781,3,2023-01-04,2023-01-16,953
2782,3,2023-10-27,2023-11-08,311
2783,1,2023-01-24,2023-02-22,314
2784,3,2023-01-08,2023-01-10,77
2785,1,2023-01-29,2023-02-11,701
2786,3,2023-06-09,2023-07-05,319
2787,2,2023-03-09,2023-03-20,320
2788,3,2023-10-25,2023-11-09,818
2789,1,2023-03-03,2023-03-08,802
2790,2,2023-03-06,2023-04-03,316
2791,2,2023-04-17,2023-05-03,237
2792,3,2023-04-03,2023-04-13,499
2793,2,2023-06-11,2023-06-18,45
2794,3,2023-07-12,2023-07-20,581
2795,1,2023-01-06,2023-01-15,538
2796,2,2023-04-17,2023-04-19,340
2797,1,2023-03-27,2023-04-23,546
2798,1,2023-01-21,2023-01-28,16
2799,1,2023-06-15,2023-07-05,248
2800,1,2023-12-09,,879
2801,2,2023-03-17,2023-04-16,431
2802,1,2023-05-28,2023-06-21,696
2803,3,2023-02-22,2023-03-02,493
2804,3,2023-09-23,2023-10-02,66
2805,1,2023-07-08,2023-07-20,126
2806,2,2023-02-25,,928
2807,2,2023-06-23,2023-07-08,690
2808,1,2023-09-05,2023-09-18,445
2809,2,2023-06-08,2023-06-25,579
2810,3,2023-03-29,2023-04-06,116
2811,1,2023-03-24,2023-04-10,575
2812,3,2023-08-18,2023-08-26,362
2813,3,2023-11-28,2023-12-03,974
2814,3,2023-05-13,,839
2815,1,2023-06-23,2023-07-23,789
2816,3,2023-06-16,2023-06-30,238
2817,3,2023-03-02,2023-03-24,628
2818,3,2023-12-12,2024-01-05,807
2819,1,2023-06-13,2023-07-06,6
2820,1,2023-10-05,2023-11-03,998
2821,1,2023-05-13,2023-05-29,727
2822,1,2023-08-17,,500
2823,1,2023-09-22,2023-10-13,91
2824,1,2023-04-05,2023-05-02,797
2825,2,2023-04-23,,961
2826,1,2023-12-04,2023-12-07,453
2827,2,2023-10-08,2023-10-19,21
2828,1,2023-04-03,2023-04-17,450
2829,2,2023-07-24,,517
2830,3,2023-04-17,2023-05-04,600
2831,1,2023-10-28,2023-11-02,726
2832,3,2023-11-03,2023-11-09,466
2833,3,2023-04-24,2023-05-18,935
2834,1,2023-12-02,2023-12-15,885
2835,2,2023-05-25,2023-06-11,844
2836,3,2023-03-05,2023-03-18,519
2837,1,2023-09-28,2023-10-18,172
2838,3,2023-08-16,2023-09-14,795
2839,2,2023-12-28,2024-01-21,812
2840,2,2023-11-27,2023-12-24,291
2841,3,2023-07-17,2023-07-30,406
2842,3,2023-02-12,2023-02-27,953
2843,2,2023-08-07,2023-09-06,241
2844,1,2023-09-11,2023-09-30,237
2845,1,2023-06-13,2023-07-06,640
2846,2,2023-02-11,2023-02-18,119
2847,1,2023-11-14,2023-11-25,525
2848,3,2023-06-27,2023-07-27,380
2849,1,2023-09-23,2023-10-11,430
2850,3,2023-03-08,2023-03-14,172
2851,3,2023-06-24,2023-07-23,31
2852,2,2023-09-30,2023-10-14,610
2853,1,2023-04-02,2023-04-05,341
2854,3,2023-11-11,2023-11-12,569
2855,2,2023-11-02,2023-11-15,471
2856,2,2023-03-06,2023-03-10,47
2857,3,2023-11-04,,913
2858,2,2023-08-17,2023-09-07,553
2859,2,2023-04-27,2023-05-08,405
2860,2,2023-07-08,2023-07-28,485
2861,2,2023-10-14,2023-11-13,930
2862,2,2023-10-18,2023-10-30,79
2863,1,2023-05-07,2023-06-05,112
2864,2,2023-10-02,2023-11-01,964
2865,2,2023-07-05,2023-07-27,610
2866,3,2023-10-24,2023-10-27,484
2867,2,2023-03-13,2023-04-03,794
2868,3,2023-01-16,2023-01-25,841
2869,2,2023-06-21,2023-07-14,828
2870,2,2023-06-02,2023-06-22,978
2871,1,2023-07-30,2023-08-21,755
2872,3,2023-06-04,2023-07-01,888
2873,1,2023-12-19,2024-01-01,60
2874,2,2023-08-25,2023-09-06,812
2875,3,2023-06-30,2023-07-21,471
2876,1,2023-01-23,2023-02-17,660
2877,1,2023-11-15,,536
2878,1,2023-12-01,2023-12-16,979
2879,1,2023-07-12,2023-07-24,806
2880,2,2023-03-04,2023-03-14,764
2881,1,2023-06-27,2023-07-03,865
2882,3,2023-10-29,2023-11-07,273
2883,3,2023-11-10,2023-11-29,907
2884,1,2023-02-12,2023-03-04,722
2885,1,2023-05-17,,159
2886,2,2023-10-11,,812
2887,2,2023-05-12,2023-06-01,119
2888,2,2023-07-29,2023-08-03,879
2889,2,2023-12-02,2023-12-03,893
2890,1,2023-10-29,2023-11-18,817
2891,2,2023-12-13,2023-12-15,282
2892,2,2023-08-28,2023-08-30,699
2893,3,2023-10-29,2023-11-22,633
2894,3,2023-02-23,2023-03-17,776
2895,3,2023-03-26,,16
2896,3,2023-05-24,2023-06-17,645
2897,3,2023-07-19,2023-08-11,91
2898,2,2023-12-26,2024-01-05,546
2899,2,2023-02-10,2023-03-08,737
2900,2,2023-10-07,2023-11-01,313
2901,2,2023-01-16,2023-01-26,909
2902,3,2023-02-08,2023-03-07,413
2903,1,2023-04-10,2023-04-11,587
2904,1,2023-06-21,2023-06-24,965
2905,3,2023-05-02,2023-05-11,967
2906,3,2023-10-08,2023-10-15,159
2907,2,2023-11-07,2023-11-26,200
2908,1,2023-09-24,2023-09-27,906
2909,2,2023-07-07,2023-07-22,543
2910,2,2023-08-15,2023-09-04,261
2911,1,2023-05-11,2023-06-01,983
2912,2,2023-03-26,2023-04-01,528
2913,2,2023-12-29,2024-01-21,898
2914,3,2023-10-14,,810
2915,1,2023-04-20,2023-05-08,976
2916,2,2023-10-20,2023-11-17,841
2917,3,2023-10-18,2023-11-03,23
2918,3,2023-07-21,2023-07-27,69
2919,2,2023-02-06,2023-03-01,814
2920,3,2023-08-30,2023-09-16,201
2921,2,2023-09-19,2023-10-16,306
2922,2,2023-04-23,,819
2923,3,2023-12-08,2023-12-25,576
2924,1,2023-10-17,2023-11-15,728
2925,3,2023-02-13,2023-02-19,565
2926,1,2023-11-08,2023-11-30,246
2927,2,2023-12-11,2023-12-20,728
2928,2,2023-10-21,2023-10-24,233
2929,2,2023-04-26,2023-05-15,554
2930,2,2023-09-15,2023-09-19,518
2931,1,2023-09-16,2023-10-10,851
2932,1,2023-11-13,2023-11-21,83
2933,1,2023-05-01,2023-05-08,771
2934,2,2023-03-27,2023-04-11,212
2935,3,2023-06-09,2023-06-20,263
2936,1,2023-09-20,2023-10-17,729
2937,1,2023-12-26,2024-01-24,894
2938,2,2023-12-28,,648
2939,3,2023-02-08,2023-03-07,832
2940,1,2023-01-20,2023-01-22,856
2941,1,2023-04-13,2023-05-07,627
2942,1,2023-04-17,2023-05-16,1
2943,1,2023-09-11,2023-10-07,195
2944,3,2023-10-27,2023-11-03,442
2945,1,2023-11-04,,525
2946,1,2023-08-19,2023-09-11,511
2947,1,2023-09-09,2023-09-26,223
2948,1,2023-04-18,2023-04-25,806
2949,2,2023-09-13,2023-10-04,236
2950,2,2023-05-08,2023-05-18,321
2951,3,2023-10-27,2023-11-23,111
2952,3,2023-06-24,2023-06-28,120
2953,1,2023-12-24,2024-01-01,547
2954,1,2023-12-02,,467
2955,1,2023-01-06,,578
2956,3,2023-11-21,2023-12-04,484
2957,1,2023-01-27,2023-02-26,315
2958,2,2023-09-01,2023-09-05,63
2959,3,2023-01-30,2023-02-21,250
2960,2,2023-04-02,2023-04-05,840
2961,2,2023-04-12,2023-05-06,459
2962,1,2023-02-25,2023-03-22,737
2963,2,2023-05-13,2023-05-17,711
2964,2,2023-02-05,2023-02-17,452
2965,3,2023-07-23,2023-07-27,747
2966,3,2023-08-24,2023-09-04,855
2967,2,2023-01-20,2023-02-03,480
2968,1,2023-03-21,2023-04-11,318
2969,1,2023-12-07,2023-12-18,660
2970,2,2023-04-28,2023-05-18,778
2971,3,2023-08-26,2023-09-18,712
2972,3,2023-05-11,2023-05-16,77
2973,1,2023-11-04,2023-11-18,958
2974,3,2023-09-13,2023-09-19,44
2975,2,2023-09-02,,738
2976,3,2023-07-20,2023-08-04,583
2977,1,2023-04-12,2023-05-07,506
2978,3,2023-06-30,2023-07-04,706
2979,1,2023-03-06,2023-04-01,777
2980,1,2023-02-24,2023-03-20,778
2981,1,2023-02-07,2023-03-05,994
2982,3,2023-06-21,2023-07-12,971
2983,3,2023-05-26,2023-06-09,681
2984,1,2023-05-23,2023-06-08,249
2985,1,2023-04-21,2023-04-22,215
2986,3,2023-01-23,2023-01-26,432
2987,2,2023-07-05,2023-07-20,94
2988,3,2023-12-14,2023-12-28,350
2989,2,2023-11-23,2023-12-05,235
2990,1,2023-10-01,2023-10-27,874
2991,2,2023-01-13,2023-01-18,389
2992,2,2023-12-07,2023-12-23,197
2993,1,2023-10-16,2023-11-01,231
2994,2,2023-01-26,2023-02-23,582
2995,2,2023-06-06,2023-06-10,302
2996,1,2023-06-11,2023-07-05,605
2997,1,2023-10-10,2023-10-24,468
2998,2,2023-07-23,2023-08-04,495
2999,3,2023-11-30,,209
3000,3,2023-03-25,2023-04-01,798
3001,2,2023-05-31,2023-06-08,239
3002,2,2023-07-07,2023-07-10,437
3003,1,2023-01-23,2023-02-10,504
3004,3,2023-08-31,2023-09-01,55
3005,3,2023-04-08,2023-05-01,443
3006,3,2023-01-21,2023-01-29,16
3007,2,2023-08-07,2023-08-27,322
3008,3,2023-09-21,2023-10-04,754
3009,3,2023-08-16,2023-08-20,141
3010,3,2023-07-29,2023-08-23,182
3011,1,2023-01-06,2023-01-29,868
3012,1,2023-01-14,,564
3013,1,2023-07-02,2023-07-15,623
3014,1,2023-12-14,,646
3015,1,2023-01-25,2023-01-30,123
3016,3,2023-03-26,2023-04-25,787
3017,2,2023-06-22,2023-07-01,932
3018,1,2023-09-06,2023-10-03,240
3019,1,2023-01-17,2023-01-27,855
3020,2,2023-07-25,2023-08-19,806
3021,1,2023-05-18,2023-06-02,282
3022,1,2023-10-06,2023-10-13,286
3023,3,2023-12-25,2024-01-13,904
3024,2,2023-12-14,2023-12-26,977
3025,2,2023-11-22,2023-11-26,646
3026,2,2023-01-18,2023-02-04,624
3027,2,2023-12-10,2023-12-24,744
3028,1,2023-06-29,2023-07-04,738
3029,3,2023-09-16,2023-09-29,681
3030,3,2023-11-24,2023-12-09,49
3031,1,2023-08-27,2023-09-09,684
3032,1,2023-02-17,2023-03-02,909
3033,3,2023-03-11,2023-03-22,73
3034,2,2023-04-23,2023-04-24,25
3035,2,2023-06-14,2023-07-13,627
3036,1,2023-08-05,2023-08-13,118
3037,2,2023-04-06,2023-04-22,30
3038,1,2023-02-01,2023-02-05,4
3039,1,2023-01-30,,111
3040,2,2023-03-18,2023-03-30,118
3041,3,2023-08-31,2023-09-22,180
3042,1,2023-08-05,,686
3043,2,2023-09-15,2023-09-21,809
3044,3,2023-09-08,2023-09-18,40
3045,3,2023-09-14,2023-10-01,551
3046,1,2023-10-28,2023-10-31,162
3047,2,2023-08-26,2023-09-11,622
3048,3,2023-05-25,,785
3049,1,2023-10-01,2023-10-08,348
3050,2,2023-02-09,2023-02-19,372
3051,3,2023-11-26,2023-12-24,84
3052,2,2023-05-30,2023-06-12,297
3053,1,2023-04-29,2023-05-15,726
3054,1,2023-08-12,2023-09-02,877
3055,2,2023-08-23,2023-09-12,891
3056,1,2023-02-18,,28
3057,1,2023-07-04,2023-07-11,388
3058,3,2023-03-14,2023-03-23,86
3059,2,2023-05-26,2023-06-06,510
3060,2,2023-04-18,2023-05-17,253
3061,3,2023-06-09,2023-07-08,848
3062,3,2023-02-20,2023-02-23,997
3063,2,2023-01-21,2023-02-15,568
3064,1,2023-09-10,2023-10-02,44
3065,2,2023-11-08,2023-11-14,365
3066,3,2023-10-30,2023-11-21,181
3067,1,2023-05-14,2023-06-09,625
3068,3,2023-02-07,2023-03-03,29
3069,3,2023-02-11,2023-03-03,901
3070,2,2023-01-21,2023-01-24,880
3071,3,2023-02-26,2023-03-09,577
3072,1,2023-10-10,2023-10-12,304
3073,1,2023-03-17,,926
3074,2,2023-12-25,2024-01-06,6
3075,2,2023-04-09,2023-04-17,358
3076,2,2023-02-27,2023-03-13,808
3077,1,2023-01-23,2023-02-11,414
3078,2,2023-04-09,2023-04-23,655
3079,2,2023-03-28,2023-04-25,574
3080,3,2023-11-04,2023-11-12,34
3081,2,2023-02-23,2023-03-05,630
3082,2,2023-04-15,2023-05-14,809
3083,2,2023-05-15,2023-06-01,421
3084,3,2023-03-27,2023-04-20,394
3085,2,2023-03-27,2023-04-20,769
3086,3,2023-04-01,2023-04-08,14
3087,1,2023-12-11,2023-12-28,395
3088,2,2023-01-22,2023-02-02,111
3089,2,2023-12-29,,714
3090,3,2023-10-27,2023-11-12,588
3091,2,2023-07-15,2023-07-19,897
3092,3,2023-07-11,2023-07-30,880
3093,2,2023-06-28,,24
3094,3,2023-01-11,2023-01-21,686
3095,1,2023-12-15,,76
3096,1,2023-07-14,2023-07-19,243
3097,2,2023-08-13,2023-08-18,899
3098,2,2023-11-19,,631
3099,1,2023-04-03,2023-04-16,409
3100,3,2023-07-11,2023-07-17,921
3101,3,2023-02-09,2023-02-24,234
3102,3,2023-01-26,2023-02-08,150
3103,1,2023-08-08,2023-09-02,436
3104,2,2023-02-25,,814
3105,2,2023-12-07,2023-12-21,789
3106,3,2023-05-30,2023-06-28,450
3107,1,2023-02-21,2023-03-15,809
3108,3,2023-09-25,2023-10-03,286
3109,2,2023-10-29,2023-11-03,284
3110,2,2023-01-06,2023-01-22,341
3111,3,2023-09-09,,526
3112,2,2023-10-06,2023-10-31,652
3113,2,2023-01-05,2023-01-18,771
3114,3,2023-04-22,2023-05-05,941
3115,3,2023-05-24,2023-05-30,690
3116,3,2023-03-12,2023-04-05,812
3117,3,2023-11-27,2023-12-16,151
3118,3,2023-04-12,2023-04-26,749
3119,2,2023-02-11,2023-03-13,997
3120,2,2023-12-28,,583
3121,2,2023-07-15,2023-08-07,324
3122,1,2023-05-31,,154
3123,3,2023-06-22,2023-07-13,382
3124,1,2023-03-02,2023-03-25,649
3125,1,2023-10-15,2023-11-02,522
3126,3,2023-09-04,,127
3127,2,2023-03-21,2023-04-04,58
3128,3,2023-12-12,,425
3129,3,2023-03-12,,387
3130,2,2023-04-15,2023-04-29,809
3131,1,2023-06-20,2023-07-15,789
3132,1,2023-11-04,2023-12-04,494
3133,1,2023-01-09,2023-01-20,310
3134,2,2023-04-16,2023-05-02,708
3135,3,2023-11-30,2023-12-10,391
3136,2,2023-06-16,2023-07-07,996
3137,1,2023-11-12,2023-11-19,674
3138,2,2023-10-23,2023-11-15,793
3139,3,2023-04-04,2023-04-24,655
3140,1,2023-05-28,2023-05-31,900
3141,2,2023-07-20,2023-07-27,408
3142,1,2023-03-14,2023-03-28,162
3143,1,2023-10-13,2023-10-18,682
3144,3,2023-05-06,,456
3145,1,2023-04-20,2023-05-11,769
3146,3,2023-08-22,2023-09-05,203
3147,1,2023-07-08,2023-07-29,301
3148,2,2023-01-02,2023-01-10,382
3149,2,2023-05-17,,175
3150,2,2023-04-05,2023-05-05,741
3151,3,2023-06-29,2023-07-07,656
3152,2,2023-06-01,2023-06-11,77
3153,3,2023-09-02,2023-09-15,254
3154,1,2023-11-17,2023-12-01,711
3155,1,2023-06-13,2023-07-01,769
3156,1,2023-05-06,2023-05-14,826
3157,3,2023-02-02,2023-02-07,989
3158,1,2023-12-10,2023-12-14,639
3159,1,2023-04-11,2023-05-02,722
3160,2,2023-04-30,2023-05-12,121
3161,3,2023-02-18,2023-03-04,989
3162,2,2023-03-19,2023-04-10,252
3163,1,2023-12-23,2024-01-01,674
3164,1,2023-11-04,2023-11-06,706
3165,1,2023-10-22,2023-11-13,303
3166,3,2023-06-13,2023-06-17,491
3167,2,2023-06-14,2023-06-18,379
3168,1,2023-10-10,2023-10-28,776
3169,2,2023-10-21,2023-11-05,716
3170,2,2023-07-16,2023-08-05,945
3171,2,2023-08-16,2023-09-14,846
3172,3,2023-02-13,2023-03-03,545
3173,1,2023-02-06,,273
3174,3,2023-08-04,,728
3175,3,2023-12-23,2023-12-30,801
3176,3,2023-08-26,2023-09-20,769
3177,1,2023-11-03,,533
3178,3,2023-05-27,2023-06-15,232
3179,1,2023-10-18,2023-11-04,182
3180,3,2023-06-02,2023-06-22,746
3181,2,2023-04-27,2023-05-23,266
3182,3,2023-07-02,2023-07-18,750
3183,1,2023-06-24,2023-06-25,63
3184,2,2023-08-05,2023-08-17,747
3185,3,2023-08-29,2023-09-07,108
3186,2,2023-10-07,,92
3187,3,2023-01-06,2023-01-15,304
3188,1,2023-10-19,2023-11-11,723
3189,1,2023-01-03,2023-01-07,550
3190,1,2023-06-24,2023-07-18,927
3191,2,2023-09-03,2023-09-28,546
3192,2,2023-10-28,2023-11-17,518
3193,2,2023-03-24,2023-04-20,125
3194,3,2023-09-29,2023-10-15,842
3195,3,2023-02-24,2023-03-25,808
3196,3,2023-01-20,2023-02-19,628
3197,1,2023-10-01,2023-10-28,260
3198,3,2023-04-14,2023-05-10,558
3199,3,2023-06-18,2023-07-01,358
3200,2,2023-01-12,2023-02-08,929
3201,1,2023-09-24,2023-10-12,440
3202,2,2023-06-21,2023-06-27,491
3203,2,2023-06-29,2023-07-17,533
3204,3,2023-12-08,2023-12-12,438
3205,2,2023-07-02,2023-07-06,471
3206,3,2023-03-14,2023-03-23,164
3207,1,2023-03-01,,837
3208,1,2023-06-05,2023-06-30,814
3209,3,2023-10-09,2023-11-03,506
3210,2,2023-03-16,2023-04-10,967
3211,3,2023-10-30,2023-11-21,744
3212,3,2023-08-12,2023-08-22,544
3213,3,2023-07-26,2023-08-12,263
3214,3,2023-12-09,2023-12-19,92
3215,3,2023-09-04,2023-09-08,296
3216,3,2023-10-12,2023-11-04,320
3217,3,2023-11-13,2023-11-19,464
3218,1,2023-09-12,2023-09-23,72
3219,2,2023-08-21,2023-09-08,572
3220,1,2023-03-03,2023-03-22,212
3221,3,2023-08-24,2023-09-16,935
3222,3,2023-07-29,2023-08-21,526
3223,2,2023-02-14,2023-03-14,240
3224,1,2023-04-14,2023-04-19,57
3225,1,2023-05-20,2023-05-29,765
3226,1,2023-01-02,2023-01-25,528
3227,3,2023-04-17,2023-05-11,273
3228,2,2023-05-31,2023-06-21,500
3229,3,2023-05-30,2023-06-06,32
3230,3,2023-02-12,2023-03-12,881
3231,2,2023-05-21,,221
3232,2,2023-06-24,,438
3233,2,2023-02-15,,196
3234,2,2023-11-20,2023-11-30,813
3235,3,2023-03-31,,633
3236,3,2023-07-28,2023-08-18,840
3237,1,2023-03-10,2023-03-24,696
3238,3,2023-10-25,,249
3239,2,2023-02-16,2023-02-17,143
3240,2,2023-05-18,,875
3241,1,2023-10-26,2023-11-24,142
3242,2,2023-03-17,2023-03-23,715
3243,3,2023-11-03,,733
3244,2,2023-01-13,,139
3245,3,2023-03-19,2023-03-20,283
3246,1,2023-05-28,2023-06-13,908
3247,1,2023-02-24,2023-03-08,748
3248,2,2023-01-01,2023-01-15,868
3249,3,2023-07-29,2023-08-21,3
3250,2,2023-09-11,2023-10-02,926
3251,2,2023-01-22,2023-02-21,280
3252,2,2023-06-05,2023-06-27,497
3253,2,2023-09-13,2023-09-25,196
3254,3,2023-08-23,,782
3255,3,2023-02-11,2023-03-11,421
3256,1,2023-07-12,2023-07-20,299
3257,1,2023-10-23,2023-11-13,849
3258,3,2023-08-19,2023-08-31,104
3259,1,2023-01-18,2023-02-15,699
3260,1,2023-11-21,2023-12-05,378
3261,1,2023-02-08,,613
3262,1,2023-07-11,2023-07-15,656
3263,2,2023-04-25,2023-05-16,874
3264,2,2023-06-09,2023-07-05,961
3265,1,2023-01-19,2023-01-20,668
3266,1,2023-08-23,,357
3267,3,2023-03-23,2023-03-26,775
3268,3,2023-10-27,2023-11-26,386
3269,2,2023-08-25,2023-09-17,103
3270,2,2023-12-31,2024-01-21,942
3271,3,2023-07-13,2023-07-18,53
3272,1,2023-11-06,2023-11-30,416
3273,1,2023-02-13,2023-02-18,302
3274,1,2023-07-22,2023-08-11,416
3275,3,2023-07-18,2023-07-23,228
3276,3,2023-08-23,2023-09-05,538
3277,3,2023-03-25,2023-04-21,985
3278,1,2023-07-26,2023-08-21,392
3279,3,2023-09-20,2023-10-01,925
3280,2,2023-06-13,2023-06-19,912
3281,2,2023-05-26,2023-06-10,21
3282,2,2023-08-16,2023-09-09,775
3283,2,2023-12-05,2023-12-22,171
3284,2,2023-12-22,,598
3285,2,2023-12-12,2023-12-22,334
3286,3,2023-10-10,2023-10-28,480
3287,2,2023-10-08,2023-10-29,829
3288,2,2023-11-03,2023-11-09,656
3289,2,2023-08-18,2023-09-09,303
3290,2,2023-07-22,2023-08-05,855
3291,1,2023-06-08,2023-06-29,886
3292,2,2023-04-02,,106
3293,1,2023-06-01,2023-06-13,449
3294,3,2023-02-07,2023-02-14,917
3295,2,2023-06-10,2023-07-09,917
3296,2,2023-08-02,2023-08-12,280
3297,2,2023-09-06,2023-09-12,832
3298,3,2023-01-26,2023-02-07,602
3299,2,2023-12-11,2024-01-07,357
3300,3,2023-11-29,2023-12-04,760
3301,1,2023-06-04,2023-07-03,319
3302,3,2023-02-12,2023-03-05,703
3303,1,2023-08-25,2023-08-29,578
3304,3,2023-12-27,2024-01-03,111
3305,2,2023-12-17,2024-01-16,243
3306,3,2023-04-24,2023-04-29,920
3307,2,2023-08-11,2023-08-24,789
3308,3,2023-11-10,2023-11-18,853
3309,2,2023-03-06,2023-03-23,326
3310,1,2023-05-12,2023-05-24,195
3311,2,2023-01-13,2023-02-03,139
3312,3,2023-07-30,2023-08-09,449
3313,2,2023-05-05,2023-05-13,973
3314,3,2023-07-15,2023-07-26,343
3315,2,2023-10-30,2023-11-18,830
3316,1,2023-09-05,2023-09-13,679
3317,1,2023-07-26,2023-08-11,464
3318,3,2023-09-08,2023-09-26,969
3319,2,2023-09-20,2023-10-02,304
3320,3,2023-10-30,2023-11-10,14
3321,1,2023-12-03,2023-12-06,925
3322,2,2023-07-12,2023-08-01,711
3323,1,2023-12-31,2024-01-09,317
3324,3,2023-07-02,2023-07-09,641
3325,2,2023-08-08,2023-08-09,157
3326,1,2023-12-12,2023-12-13,732
3327,3,2023-03-11,2023-03-13,388
3328,2,2023-04-26,2023-05-17,471
3329,3,2023-08-28,2023-09-17,445
3330,1,2023-10-11,2023-11-03,867
3331,2,2023-10-15,2023-10-31,764
3332,2,2023-01-22,2023-01-26,604
3333,1,2023-12-16,2023-12-18,141
3334,2,2023-04-18,,876
3335,1,2023-04-13,2023-05-08,642
3336,2,2023-07-05,2023-07-07,729
3337,3,2023-02-20,2023-02-21,792
3338,1,2023-11-23,2023-12-07,605
3339,2,2023-01-05,2023-01-09,795
3340,3,2023-05-31,2023-06-20,644
3341,2,2023-09-27,2023-10-02,363
3342,2,2023-03-13,2023-03-14,305
3343,1,2023-07-04,2023-07-16,224
3344,2,2023-11-11,2023-11-28,394
3345,2,2023-08-26,2023-09-03,737
3346,3,2023-01-18,2023-02-09,645
3347,2,2023-07-27,2023-08-21,781
3348,2,2023-12-11,,408
3349,1,2023-07-22,,622
3350,2,2023-12-14,2024-01-07,748
3351,3,2023-03-27,2023-04-26,752
3352,1,2023-10-27,2023-11-15,219
3353,1,2023-11-24,2023-12-17,527
3354,1,2023-04-21,2023-05-11,901
3355,2,2023-12-27,2024-01-15,252
3356,1,2023-09-29,2023-10-17,172
3357,2,2023-10-28,2023-10-29,325
3358,1,2023-11-08,2023-12-01,193
3359,3,2023-12-19,2024-01-08,681
3360,2,2023-10-21,2023-11-18,406
3361,2,2023-09-26,2023-10-11,837
3362,3,2023-12-10,2024-01-08,803
3363,3,2023-09-30,2023-10-14,223
3364,2,2023-09-20,2023-09-29,942
3365,3,2023-09-06,2023-10-05,846
3366,2,2023-11-09,,953
3367,3,2023-08-02,,745
3368,3,2023-06-29,2023-07-12,429
3369,1,2023-12-07,2023-12-29,65
3370,3,2023-08-30,2023-08-31,602
3371,2,2023-09-27,2023-10-17,222
3372,2,2023-04-03,2023-04-27,871
3373,3,2023-08-10,2023-08-31,263
3374,3,2023-02-13,,669
3375,3,2023-02-18,2023-03-17,216
3376,2,2023-02-13,2023-03-08,329
3377,3,2023-09-01,2023-09-12,779
3378,2,2023-04-19,2023-04-25,885
3379,2,2023-01-18,,50
3380,2,2023-12-10,2023-12-25,204
3381,3,2023-05-30,2023-06-13,776
3382,2,2023-11-02,,762
3383,1,2023-06-26,2023-06-28,497
3384,2,2023-12-26,2024-01-21,851
3385,3,2023-11-01,2023-11-22,413
3386,3,2023-03-23,2023-04-03,441
3387,1,2023-01-06,2023-01-25,150
3388,2,2023-08-10,2023-08-21,306
3389,3,2023-01-17,2023-02-12,247
3390,1,2023-03-22,2023-04-11,633
3391,3,2023-09-07,2023-10-07,771
3392,1,2023-06-06,2023-06-21,666
3393,3,2023-09-04,2023-09-28,123
3394,1,2023-03-30,2023-04-08,73
3395,3,2023-10-12,2023-10-15,223
3396,2,2023-07-21,2023-08-01,841
3397,1,2023-03-16,2023-03-19,245
3398,1,2023-10-30,2023-11-26,945
3399,3,2023-09-16,2023-09-27,731
3400,3,2023-07-17,,690
3401,1,2023-09-05,2023-09-13,833
3402,3,2023-02-20,2023-03-10,887
3403,2,2023-07-18,2023-07-21,699
3404,1,2023-04-16,2023-04-26,469
3405,2,2023-12-27,2024-01-05,208
3406,3,2023-10-24,2023-11-04,550
3407,2,2023-06-22,2023-07-22,664
3408,2,2023-10-04,,60
3409,3,2023-12-12,2024-01-11,273
3410,3,2023-02-14,2023-02-16,259
3411,2,2023-11-11,2023-12-10,459
3412,3,2023-08-13,2023-09-10,570
3413,2,2023-05-20,2023-06-17,230
3414,3,2023-01-16,2023-01-29,793
3415,1,2023-06-24,2023-07-18,510
3416,3,2023-05-04,,590
3417,1,2023-07-22,2023-08-03,684
3418,2,2023-02-28,2023-03-21,896
3419,1,2023-04-30,2023-05-18,44
3420,2,2023-03-18,2023-03-31,472
3421,2,2023-12-07,2023-12-21,189
3422,2,2023-05-18,2023-06-08,383
3423,1,2023-04-16,2023-04-26,49
3424,1,2023-08-25,2023-09-13,572
3425,3,2023-06-01,2023-06-20,409
3426,2,2023-06-16,2023-06-22,971
3427,1,2023-10-31,2023-11-08,480
3428,3,2023-11-24,2023-11-27,980
3429,2,2023-01-30,2023-02-22,61
3430,1,2023-11-06,2023-11-14,338
3431,1,2023-04-15,2023-04-28,393
3432,2,2023-08-23,,185
